id,value
Genes.CSF2.MAVRILIMUMAB,2
Genes.CSF2.PEXASTIMOGENE DEVACIREPVEC,1
Genes.CSF2.GIMSILUMAB,1
Genes.CSF2.OTILIMAB,2
Genes.CSF2.LENZILUMAB,1
Genes.HDAC3,
Genes.HDAC3.NANATINOSTAT,3
Genes.HDAC2,
Genes.HDAC2.NANATINOSTAT,3
Genes.CCND1,
Genes.CCND1.NAVITOCLAX,3
Genes.CCND1.BRICICLIB,1
Genes.MAPK11,
Genes.MAPK11.NEFLAMAPIMOD,3
Genes.MAPK11.CI-1040,9
Genes.MAPK14,
Genes.MAPK14.NEFLAMAPIMOD,3
Genes.MAPK14.VX-702,1
Genes.MAPK14.CI-1040,9
Genes.MAPK14.DILMAPIMOD,1
Genes.MAPK14.LOSMAPIMOD,1
Genes.MAPK14.SEMAPIMOD,2
Genes.MAPK14.GSK-610677,1
Genes.PPARG,
Genes.PPARG.NETOGLITAZONE,1
Genes.PPARG.IMIGLITAZAR,1
Genes.PPARG.PIOGLITAZONE,1
Genes.PPARG.DB959,2
Genes.PPARG.ATX08-001,1
Genes.PPARG.BALAGLITAZONE,1
Genes.PPARG.THIAZOLIDINEDIONE,1
Genes.PPARG.MURAGLITAZAR,1
Genes.PPARG.LOBEGLITAZONE,1
Genes.PPARG.OXEGLITAZAR,1
Genes.PPARG.NAVEGLITAZAR,1
Genes.PPARG.TESAGLITAZAR,1
Genes.PPARG.MBX-2044,1
Genes.PPARG.RAGAGLITAZAR,1
Genes.PPARG.TROGLITAZONE,1
Genes.PPARG.OMS405,1
Genes.PPARG.RIVOGLITAZONE,1
Genes.PPARG.GLITAZONE,1
Genes.PPARG.CLX-0921,1
Genes.PPARG.ARHALOFENATE,1
Genes.PPARG.FARGLITAZAR,1
Genes.ADRA2A,
Genes.ADRA2A.NICERGOLINE,1
Genes.ADRA2A.MEPERIDINE,1
Genes.ADRA2A.FIPAMEZOLE,1
Genes.ADRA2A.DEXMEDETOMIDINE,1
Genes.ADRA2A.FADOLMIDINE,2
Genes.ADRA2A.YOHIMBINE,1
Genes.ADRA2A.APRACLONIDINE,1
Genes.ADRA2A.TIZANIDINE,1
Genes.ADRA2A.MOXONIDINE,2
Genes.ADRA2A.LOFEXIDINE,1
Genes.ADRA2A.MEDETOMIDINE,2
Genes.ADRA2A.GUANABENZ,1
Genes.ADRA2A.BRIMONIDINE,2
Genes.ADRA2A.OXYMETAZOLINE,1
Genes.ADRA2A.CLONIDINE,1
Genes.APP,
Genes.APP.NIROGACESTAT,1
Genes.APP.CURCUMIN,5
Genes.APP.PONEZUMAB,1
Genes.APP.CRENEZUMAB,1
Genes.APP.TRAMIPROSATE,1
Genes.APP.BAPINEUZUMAB,1
Genes.APP.BAN2401,1
Genes.APP.SOLANEZUMAB,1
Genes.APP.GANTENERUMAB,1
Genes.APP.GSK933776,1
Genes.APP.T-817 MALEATE,1
Genes.APP.SCYLLITOL,1
Genes.APP.METHYLINOSITOL,1
Genes.ITPR1,
Genes.ITPR1.NITROPRUSSIDE,1
Genes.PIK3CG,
Genes.PIK3CG.NM-404,1
Genes.PIK3CG.GDC-0077,1
Genes.PIK3CG.OMIPALISIB,1
Genes.PIK3CG.RIGOSERTIB,1
Genes.PIK3CG.TASELISIB,2
Genes.PIK3CG.GEDATOLISIB,2
Genes.PIK3CG.TG100-115,1
Genes.PIK3CG.FIMEPINOSTAT,1
Genes.PIK3CG.DUVELISIB,2
Genes.PIK3CG.AZD-8186,2
Genes.PIK3CG.SONOLISIB,1
Genes.PIK3CG.ENZASTAURIN,3
Genes.PIK3CG.BGT-226,2
Genes.PIK3CG.PILARALISIB,1
Genes.PIK3CG.VS-5584,2
Genes.PIK3CG.DS-7423,2
Genes.PIK3CG.UMBRALISIB TOSYLATE,2
Genes.PIK3CG.PF-04691502,2
Genes.PIK3CG.BIMIRALISIB,3
Genes.PIK3CG.PERIFOSINE,1
Genes.PIK3CG.BUPARLISIB,4
Genes.PIK3CG.RG-7666,1
Genes.PIK3CG.IPI-549,1
Genes.PIK3CG.BERZOSERTIB,2
Genes.PIK3CG.PA-799,4
Genes.PIK3CG.VOXTALISIB,2
Genes.PIK3CG.DACTOLISIB,2
Genes.RARA,
Genes.RARA.NRX195183,1
Genes.RARA.TAMIBAROTENE,1
Genes.BCL2,
Genes.BCL2.OBATOCLAX,2
Genes.BCL2.NAVITOCLAX,3
Genes.BCL2.EDARAVONE,1
Genes.BCL2.PACLITAXEL,1
Genes.BCL2.VENETOCLAX,1
Genes.BCL2.GOSSYPOL,1
Genes.BCL2.OBLIMERSEN,1
Genes.BCL2L1,
Genes.BCL2L1.OBATOCLAX,2
Genes.BCL2L1.NAVITOCLAX,3
Genes.FN1,
Genes.FN1.OCRIPLASMIN,1
Genes.TNF,
Genes.TNF.ORTATAXEL,1
Genes.TNF.GOLIMUMAB,1
Genes.TNF.ADALIMUMAB,1
Genes.TNF.CERTOLIZUMAB,1
Genes.TNF.ABBV-257,1
Genes.TNF.PLACULUMAB,1
Genes.TNF.REMTOLUMAB,1
Genes.TNF.LENABASUM,1
Genes.TNF.LENALIDOMIDE,1
Genes.TNF.PENTOXIFYLLINE,1
Genes.TNF.ENBREL,1
Genes.TNF.THALIDOMIDE,1
Genes.TNF.PEGSUNERCEPT,1
Genes.TNF.NAFAMOSTAT,1
Genes.TNF.CELASTROL,2
Genes.TNF.INFLIXIMAB,1
Genes.TNF.ETANERCEPT,1
Genes.AR,
Genes.AR.OXANDROLONE,1
Genes.AR.FLUOXYMESTERONE,1
Genes.AR.AZD-5312,1
Genes.AR.GLPG0492,1
Genes.AR.MK-0773,1
Genes.AR.FLUDROCORTISONE,1
Genes.AR.CLASCOTERONE,1
Genes.AR.FLUTAMIDE,1
Genes.AR.AZD3514,1
Genes.AR.APALUTAMIDE,1
Genes.AR.ZANOTERONE,1
Genes.AR.NILUTAMIDE,1
Genes.AR.BICALUTAMIDE,1
Genes.AR.TESTOSTERONE,1
Genes.AR.APC-100,1
Genes.AR.ETHYLESTRENOL,1
Genes.AR.CYPROTERONE,1
Genes.AR.ANDROSTANOLONE,1
Genes.AR.DROMOSTANOLONE,1
Genes.AR.HYDROXYFLUTAMIDE,1
Genes.AR.ENZALUTAMIDE,1
Genes.AR.PRASTERONE,1
Genes.AR.GALETERONE,1
Genes.AR.RAD-140,1
Genes.AR.NANDROLONE,1
Genes.TTR,
Genes.TTR.PATISIRAN,1
Genes.TTR.INOTERSEN,1
Genes.C3,
Genes.C3.PEGCETACOPLAN,1
Genes.PDGFB,
Genes.PDGFB.PEGPLERANIB SODIUM,1
Genes.CTSS,
Genes.CTSS.PETESICATIB,1
Genes.IL6,
Genes.IL6.PF-04236921,1
Genes.IL6.OLOKIZUMAB,1
Genes.IL6.SIRUKUMAB,2
Genes.IL6.SILTUXIMAB,1
Genes.IL6.CLAZAKIZUMAB,1
Genes.IL6.COR-001,1
Genes.IL6.IBUDILAST,2
Genes.ACACB,
Genes.ACACB.PF-05175157,1
Genes.ACACB.METFORMIN,1
Genes.IFNB1,
Genes.IFNB1.PF-06823859,1
Genes.IFNB1.PLEGRIDY,1
Genes.PPT1,
Genes.PPT1.PLITIDEPSIN,1
Genes.BRAF,
Genes.BRAF.PLX8394,1
Genes.BRAF.XL-281,1
Genes.BRAF.VEMURAFENIB,1
Genes.BRAF.RG-7256,1
Genes.BRAF.LIFIRAFENIB,1
Genes.BRAF.DABRAFENIB,1
Genes.BRAF.ENCORAFENIB,1
Genes.BRAF.CEP-32496,2
Genes.CREBBP,
Genes.CREBBP.PRI-724,1
Genes.ABCA1,
Genes.ABCA1.PROBUCOL,1
Genes.PPIA,
Genes.PPIA.PROLINE,1
Genes.HSP90AB1,
Genes.HSP90AB1.PU-H71,1
Genes.HSP90AB1.CHEMBL553939,2
Genes.HSP90AB1.TAS-116,1
Genes.TXN,
Genes.TXN.PX-12,1
Genes.AGER,
Genes.AGER.PYRIDOXAMINE,1
Genes.IGHE,
Genes.IGHE.QUILIZUMAB,1
Genes.GRIN2B,
Genes.GRIN2B.RADIPRODIL,1
Genes.GRIN2B.ELIPRODIL,2
Genes.GRIN2B.NBQX,2
Genes.GRIN2B.RISLENEMDAZ,1
Genes.VEGFA,
Genes.VEGFA.RANIBIZUMAB,1
Genes.VEGFA.OSI-632,1
Genes.VEGFA.MP-0250,2
Genes.VEGFA.BEVACIZUMAB,1
Genes.VEGFA.NAVICIXIZUMAB,1
Genes.VEGFA.ABICIPAR PEGOL,1
Genes.VEGFA.AFLIBERCEPT,2
Genes.VEGFA.RISUTEGANIB,1
Genes.VEGFA.SQUALAMINE,3
Genes.PLG,
Genes.PLG.RANOLAZINE,1
Genes.PLG.ANISTREPLASE,1
Genes.PLG.DESMOTEPLASE,1
Genes.PLG.ALTEPLASE,1
Genes.PLG.TENECTEPLASE,1
Genes.PLG.RETEPLASE,1
Genes.PLG.MELAGATRAN,2
Genes.PLG.STREPTOKINASE,1
Genes.FPR1,
Genes.FPR1.REBAMIPIDE,1
Genes.IL3RA,
Genes.IL3RA.RELMAPIRAZIN,1
Genes.IL3RA.TAGRAXOFUSP,2
Genes.IL3RA.FLOTETUZUMAB,1
Genes.IL3RA.TALACOTUZUMAB,2
Genes.IL5,
Genes.IL5.RESLIZUMAB,1
Genes.IL5.BENRALIZUMAB,2
Genes.IL5.MEPOLIZUMAB,1
Genes.GAA,
Genes.GAA.REVEGLUCOSIDASE ALFA,1
Genes.GAA.DUVOGLUSTAT,2
Genes.GAA.SALACINOL,1
Genes.IMPDH1,
Genes.IMPDH1.RIBAVIRIN,1
Genes.IMPDH1.MERCAPTOPURINE,1
Genes.IMPDH1.MIZORIBINE,1
Genes.IMPDH1.TIAZOFURIN,1
Genes.IMPDH1.TARIBAVIRIN HYDROCHLORIDE,1
Genes.ADRA2C,
Genes.ADRA2C.RILMENIDINE,1
Genes.ADRA2C.AMEZINIUM,1
Genes.ADRA2C.FADOLMIDINE,2
Genes.ADRA2C.TETRASUL,1
Genes.ADRA2C.DIHYDROERGOCRISTINE,1
Genes.ADRA2C.TETRAHYDROZOLINE,1
Genes.ADRA2C.MOXONIDINE,2
Genes.ADRA2C.AMOSULALOL,1
Genes.ADRA2C.XYLOMETAZOLINE,1
Genes.ADRA2C.CYCLOBENZAPRINE,1
Genes.ADRA2C.MEDETOMIDINE,2
Genes.ADRA2C.PROPYLHEXEDRINE,1
Genes.ADRA2C.BRIMONIDINE,2
Genes.ADRA2C.ORM-12741,1
Genes.CAMK2B,
Genes.CAMK2B.RIMACALIB,1
Genes.SELL,
Genes.SELL.RIVIPANSEL,1
Genes.TPH1,
Genes.TPH1.RODATRISTAT ETHYL,1
Genes.HDAC1,
Genes.HDAC1.ROMIDEPSIN,1
Genes.HDAC1.SCRIPTAID,1
Genes.HDAC1.RESMINOSTAT,1
Genes.HDAC1.CHEMBL152543,1
Genes.HDAC1.NANATINOSTAT,3
Genes.HDAC1.DOMATINOSTAT,1
Genes.HDAC1.CHLAMYDOCIN,1
Genes.HDAC1.OBP-801,1
Genes.HDAC1.DEPUDECIN,1
Genes.HDAC1.PHENYLBUTANOIC ACID,1
Genes.HDAC1.MOCETINOSTAT,1
Genes.HDAC1.DACINOSTAT,1
Genes.HDAC1.PANOBINOSTAT,1
Genes.HDAC1.TUCIDINOSTAT,1
Genes.HDAC1.CHEMBL152133,1
Genes.HDAC1.ENTINOSTAT,1
Genes.HDAC1.GIVINOSTAT,2
Genes.HDAC1.VORINOSTAT,1
Genes.NOS3,
Genes.NOS3.RONOPTERIN,1
Genes.NOS3.L-NAME,1
Genes.IFNA1,
Genes.IFNA1.RONTALIZUMAB,1
Genes.INPP5D,
Genes.INPP5D.ROSIPTOR,1
Genes.PLAUR,
Genes.PLAUR.RUXOLITINIB,3
Genes.NRAS,
Genes.NRAS.SALIRASIB,2
Genes.IL6R,
Genes.IL6R.SARILUMAB,1
Genes.IL6R.SIRUKUMAB,2
Genes.IL6R.TOCILIZUMAB,1
Genes.IL6R.SATRALIZUMAB,1
Genes.IL6R.VOBARILIZUMAB,1
Genes.MAP2K1,
Genes.MAP2K1.SELUMETINIB,2
Genes.MAP2K2,
Genes.MAP2K2.SELUMETINIB,2
Genes.RAF1,
Genes.RAF1.SEMAPIMOD,2
Genes.CSNK2A1,
Genes.CSNK2A1.SILMITASERTIB,1
Genes.HBB,
Genes.HBB.DEFERITAZOLE,1
Genes.HBB.VOXELOTOR,1
Genes.FGF18,
Genes.FGF18.SPRIFERMIN,1
Genes.PDGFA,
Genes.PDGFA.SQUALAMINE,3
Genes.AKT3,
Genes.AKT3.SR-13668,1
Genes.AKT3.MSC-2363318A,2
Genes.AKT3.MK-2206,1
Genes.AKT3.CAPIVASERTIB,2
Genes.AKT3.XL-418,1
Genes.AKT3.GSK-690693,1
Genes.AKT3.AFURESERTIB,2
Genes.AKT3.UPROSERTIB,1
Genes.HMOX1,
Genes.HMOX1.STANNSOPORFIN,1
Genes.FGF2,
Genes.FGF2.SUCRALFATE,1
Genes.FGF2.SQUALAMINE,3
Genes.HPSE,
Genes.HPSE.SURAMIN,1
Genes.CHRM3,
Genes.CHRM3.SUXAMETHONIUM,1
Genes.CHRM3.IPRATROPIUM,1
Genes.CHRM3.ACECLIDINE,1
Genes.CHRM3.ACLIDINIUM BROMIDE,1
Genes.CHRM3.METHSCOPOLAMINE,1
Genes.CHRM3.TOLTERODINE,1
Genes.CHRM3.TIOTROPIUM,1
Genes.CHRM3.SOLIFENACIN,1
Genes.CHRM3.CEVIMELINE,1
Genes.CHRM3.TARAFENACIN,1
Genes.CHRM3.DARIFENACIN,1
Genes.CSF2RB,
Genes.CSF2RB.TAGRAXOFUSP,2
Genes.CSF2RB.TALACOTUZUMAB,2
Genes.CSF2RB.LERIDISTIM,1
Genes.LTF,
Genes.LTF.TALACTOFERRIN ALFA,1
Genes.LTF.PARECOXIB,1
Genes.PIK3CA,
Genes.PIK3CA.TASELISIB,2
Genes.PIK3CA.INK-1117,2
Genes.PIK3CA.SAMOTOLISIB,2
Genes.PIK3CA.ALPELISIB,1
Genes.PIK3CA.BUPARLISIB,4
Genes.PIK3CA.SERABELISIB,1
Genes.PIK3CA.PA-799,4
Genes.S100A9,
Genes.S100A9.TASQUINIMOD,1
Genes.S100A9.PAQUINIMOD,1
Genes.ALOX5,
Genes.ALOX5.TEPOXALIN,1
Genes.ALOX5.TENIDAP,1
Genes.ALOX5.TIPELUKAST,1
Genes.ALOX5.DIETHYLCARBAMAZINE,1
Genes.ALOX5.ATRELEUTON,1
Genes.ALOX5.PF-4191834,1
Genes.ALOX5.DARBUFELONE,2
Genes.ALOX5.ZILEUTON,1
Genes.ALOX5.RILOPIROX,1
Genes.ALOX5.SILYBIN A,1
Genes.SP1,
Genes.SP1.TERAMEPROCOL,1
Genes.CDA,
Genes.CDA.TETRAHYDROURIDINE,1
Genes.CFTR,
Genes.CFTR.TEZACAFTOR,1
Genes.CFTR.IOWH-032,1
Genes.CFTR.CROFELEMER,1
Genes.CFTR.IVACAFTOR,1
Genes.CFTR.LUMACAFTOR,1
Genes.CFTR.GALICAFTOR,1
Genes.PTAFR,
Genes.PTAFR.TICLOPIDINE,1
Genes.PTAFR.RUPATADINE,1
Genes.PTAFR.DERSALAZINE,1
Genes.PTAFR.ISRAPAFANT,1
Genes.PTAFR.LEXIPAFANT,1
Genes.PRTN3,
Genes.PRTN3.TIPRELESTAT,1
Genes.TLR2,
Genes.TLR2.TOMARALIMAB,1
Genes.ESR1,
Genes.ESR1.TOREMIFENE,1
Genes.ESR1.AZD-9496,1
Genes.ESR1.BRILANESTRANT,1
Genes.ESR1.QUINESTROL,1
Genes.ESR1.LASOFOXIFENE,1
Genes.ESR1.DIENESTROL,1
Genes.ESR1.GTX-758,1
Genes.ESR1.CENESTIN,1
Genes.ESR1.CYCLOFENIL,1
Genes.ESR1.GESTRINONE,1
Genes.ESR1.BAZEDOXIFENE,1
Genes.ESR1.DIETHYLSTILBESTROL,1
Genes.ESR1.MITOTANE,1
Genes.ESR1.ESTROGEN,1
Genes.ESR1.CLOMIPHENE,1
Genes.ESR1.ESTROPIPATE,1
Genes.ESR1.ELACESTRANT,1
Genes.ESR1.CHF4227,1
Genes.ESR1.MESTRANOL,1
Genes.ESR1.FULVESTRANT,1
Genes.ESR1.PROMESTRIENE,1
Genes.ESR1.DIETHYLSTILBESTROL DIPHOSPHATE,1
Genes.ESR1.ESTRADIOL,1
Genes.ESR1.ACOLBIFENE,1
Genes.ESR1.OSPEMIFENE,1
Genes.ESR1.ESTRONE,1
Genes.ESR1.ESTETROL,1
Genes.ESR1.TAMOXIFEN,1
Genes.ESR1.CHLOROTRIANISENE,1
Genes.ESR1.AFIMOXIFENE,1
Genes.ESR1.ENDOXIFEN,1
Genes.ESR1.RALOXIFENE,1
Genes.ESR1.DANAZOL,1
Genes.ESR1.ARZOXIFENE,1
Genes.ESR1.ICARITIN,1
Genes.ESR1.ESTRIOL,1
Genes.PGR,
Genes.PGR.TOSAGESTIN,1
Genes.PGR.ETONOGESTREL,1
Genes.PGR.ONAPRISTONE,1
Genes.PGR.PROGESTERONE,1
Genes.PGR.DESOGESTREL,1
Genes.PGR.ULIPRISTAL,1
Genes.PGR.LEVONORGESTREL,1
Genes.PGR.NORETHINDRONE,1
Genes.PGR.NORGESTIMATE,1
Genes.PGR.DYDROGESTERONE,1
Genes.PGR.MEDROXYPROGESTERONE ACETATE,1
Genes.PGR.MEGESTROL,1
Genes.PGR.VILAPRISAN,1
Genes.FGFR2,
Genes.FGFR2.TRAFERMIN,1
Genes.FGFR2.RABEPRAZOLE SODIUM,5
Genes.FGFR2.PALIFERMIN,1
Genes.FGFR2.AEE-788,2
Genes.FGFR2.MK-2461,6
Genes.FGFR2.LY-2874455,1
Genes.MAOA,
Genes.MAOA.TRANYLCYPROMINE,1
Genes.MAOA.MOCLOBEMIDE,1
Genes.MAOA.PIPERINE,1
Genes.MAOA.LADOSTIGIL,1
Genes.MAOA.HARMINE,2
Genes.MAOA.PSORALEN,1
Genes.MAOA.ISOCARBOXAZID,1
Genes.MAOA.CLORGILINE,1
Genes.MAOA.TRYPTAMINE,1
Genes.MAOA.INDANTADOL,1
Genes.FGFR3,
Genes.FGFR3.TRAPIDIL,1
Genes.FGFR3.BRIVANIB ALANINATE,1
Genes.FGFR3.VOFATAMAB,1
Genes.FGFR3.RABEPRAZOLE SODIUM,5
Genes.FGFR3.AEE-788,2
Genes.FGFR3.MK-2461,6
Genes.FGFR3.DOVITINIB,1
Genes.PTGIR,
Genes.PTGIR.TREPROSTINIL,1
Genes.PTGIR.RALINEPAG,1
Genes.PTGIR.LAROPIPRANT,2
Genes.PTGIR.ESUBERAPROST,1
Genes.PTGIR.EPOPROSTENOL,1
Genes.PTGIR.MISOPROSTOL,1
Genes.PTGIR.SELEXIPAG,1
Genes.PTPN1,
Genes.PTPN1.TRODUSQUEMINE,1
Genes.MAPK3,
Genes.MAPK3.ULIXERTINIB,2
Genes.MAPK3.RAVOXERTINIB,2
Genes.PTK2B,
Genes.PTK2B.UPADACITINIB,2
Genes.PTK2B.BARICITINIB,3
Genes.PTK2B.TESEVATINIB,1
Genes.PTK2B.PEFICITINIB,2
Genes.PTK2B.MASITINIB,2
Genes.PTK2B.ABROCITINIB,1
Genes.TGFB1,
Genes.TGFB1.VACTOSERTIB,1
Genes.TGFB1.PIRFENIDONE,1
Genes.TGFB1.NIS-793,1
Genes.TGFB1.M-7824,1
Genes.TGFB1.SOTATERCEPT,1
Genes.TGFB1.DISITERTIDE,1
Genes.CD33,
Genes.CD33.VADASTUXIMAB TALIRINE,1
Genes.CD33.AMV-564,1
Genes.NFKB2,
Genes.NFKB2.VADIMEZAN,1
Genes.NFKB2.TRIPTOLIDE,1
Genes.NFKB2.BORTEZOMIB,1
Genes.NFKB2.LAQUINIMOD,1
Genes.NFKB2.PARTHENOLIDE,2
Genes.NFKB2.EDASALONEXENT,1
Genes.NFKB2.SULFASALAZINE,1
Genes.PTGS2,
Genes.PTGS2.VALDECOXIB,1
Genes.PTGS2.IBUPROFEN,4
Genes.PTGS2.FLURBIPROFEN,1
Genes.PTGS2.CURCUMIN,5
Genes.PTGS2.IMRECOXIB,1
Genes.PTGS2.RWJ-67657,1
Genes.PTGS2.INDOMETHACIN,1
Genes.PTGS2.DIFLUNISAL,1
Genes.PTGS2.KETOPROFEN,1
Genes.PTGS2.NABUMETONE,1
Genes.PTGS2.FENBUFEN,1
Genes.PTGS2.DARBUFELONE,2
Genes.PTGS2.CARPROFEN,1
Genes.PTGS2.NAPROXEN,1
Genes.PTGS2.PHENYLBUTAZONE,1
Genes.PTGS2.ROFECOXIB,1
Genes.PTGS2.ETORICOXIB,1
Genes.PTGS2.CIMICOXIB,1
Genes.PTGS2.TOLMETIN,1
Genes.PTGS2.CELECOXIB,1
Genes.PTGS2.MELOXICAM,1
Genes.PTGS2.TENOXICAM,1
Genes.PTGS2.POLMACOXIB,2
Genes.PTGS2.ETODOLAC,1
Genes.PTGS2.LUMIRACOXIB,1
Genes.EGFR,
Genes.EGFR.VANDETANIB,2
Genes.EGFR.PANITUMUMAB,1
Genes.EGFR.DEPATUXIZUMAB,1
Genes.EGFR.VARLITINIB,2
Genes.EGFR.LAPATINIB,2
Genes.EGFR.BMS-690514,2
Genes.EGFR.CETUXIMAB,1
Genes.EGFR.CUDC-101,2
Genes.EGFR.NITROGLYCERIN,1
Genes.EGFR.NECITUMUMAB,1
Genes.EGFR.DULIGOTUZUMAB,2
Genes.EGFR.OSIMERTINIB,1
Genes.EGFR.ALLITINIB,1
Genes.EGFR.DACOMITINIB,2
Genes.EGFR.DEPATUXIZUMAB MAFODOTIN,1
Genes.EGFR.S-222611,2
Genes.EGFR.FUTUXIMAB,1
Genes.EGFR.VATALANIB,1
Genes.EGFR.MATUZUMAB,1
Genes.EGFR.LY-3164530,2
Genes.EGFR.ROCILETINIB,1
Genes.EGFR.PELITINIB,1
Genes.EGFR.GEFITINIB,1
Genes.EGFR.ZALUTUMUMAB,1
Genes.EGFR.NAQUOTINIB,1
Genes.EGFR.ERLOTINIB,1
Genes.EGFR.CHEMBL219557,3
Genes.EGFR.CANERTINIB,3
Genes.EGFR.CETUXIMAB SAROTALOCAN,1
Genes.EGFR.ROGARATINIB,1
Genes.EGFR.AC-480,2
Genes.EGFR.NERATINIB,2
Genes.EGFR.RINDOPEPIMUT,1
Genes.EGFR.SORAFENIB,3
Genes.EGFR.JNJ-26483327,6
Genes.EGFR.FALNIDAMOL,1
Genes.RET,
Genes.RET.VANDETANIB,2
Genes.RET.SITRAVATINIB,2
Genes.RET.ROMIPLOSTIM,5
Genes.RET.PRALSETINIB,1
Genes.RET.PONATINIB,4
Genes.RET.REGORAFENIB,2
Genes.RET.CEP-32496,2
Genes.ERBB2,
Genes.ERBB2.VARLITINIB,2
Genes.ERBB2.LAPATINIB,2
Genes.ERBB2.CUDC-101,2
Genes.ERBB2.MASOPROCOL,1
Genes.ERBB2.SAPITINIB,1
Genes.ERBB2.MEDI-4276,1
Genes.ERBB2.MM-111,1
Genes.ERBB2.CP-724714,1
Genes.ERBB2.DACOMITINIB,2
Genes.ERBB2.ERTUMAXOMAB,1
Genes.ERBB2.S-222611,2
Genes.ERBB2.TUCATINIB,1
Genes.ERBB2.TAK-285,1
Genes.ERBB2.ZENOCUTUZUMAB,1
Genes.ERBB2.CANERTINIB,3
Genes.ERBB2.ADO-TRASTUZUMAB EMTANSINE,1
Genes.ERBB2.AC-480,2
Genes.ERBB2.MARGETUXIMAB,1
Genes.ERBB2.NERATINIB,2
Genes.ERBB2.GANCOTAMAB,1
Genes.ERBB2.JNJ-26483327,6
Genes.ERBB2.TRASTUZUMAB,1
Genes.ERBB2.PERTUZUMAB,1
Genes.VEGFC,
Genes.VEGFC.VGX-100,1
Genes.HSP90B1,
Genes.HSP90B1.VIAGENPUMATUCEL-L,2
Genes.TUBB4B,
Genes.TUBB4B.VINBLASTINE,1
Genes.TUBB4B.DOLASTATIN-10,1
Genes.F2R,
Genes.F2R.VORAPAXAR,1
Genes.F2R.ATOPAXAR,1
Genes.ROCK1,
Genes.ROCK1.Y-39983,1
Genes.ROCK1.AT-13148,1
Genes.ROCK1.NETARSUDIL,1
Genes.ROCK1.CI-1040,9
Genes.ROCK1.NETARSUDIL DIMESYLATE,1
Genes.ROCK1.FASUDIL,1
Genes.ROCK1.SAR-407899,1
Genes.ROCK1.VEROSUDIL,1
